#1.2									
									
Genes	Genes	D5	D0	D5	D5	D5	D5	D0	D5
ENSMUST00000024748.13	ENSMUST00000024748.13	30.3923	23.0668	28.9614	62.9953	30.9244	1.0867	15.7472	3.44118
ENSMUST00000133544.7	ENSMUST00000133544.7	7.74942	2.18666	4.08581	2.2932	2.44754	0.521688	1.09548	0.785539
ENSMUST00000195247.5	ENSMUST00000195247.5	20.9846	4.20222	16.569	27.2627	19.5171	2.48159	7.75473	3.2788
ENSMUST00000069256.11	ENSMUST00000069256.11	14.0596	8.0091	7.57931	9.81817	11.5097	1.19467	10.7374	2.28916
ENSMUST00000176353.7	ENSMUST00000176353.7	9.4032	1.16919	9.63415	15.3858	14.563	3.17943	1.15723	7.07E-05
ENSMUST00000057043.9	ENSMUST00000057043.9	3.50931	1.90185	4.31315	1.68556	1.68282	0.324408	1.55561	2.58872
ENSMUST00000065778.12	ENSMUST00000065778.12	5.58704	1.96377	3.85902	1.79832	2.64052	0.19846	1.02198	0.133827
ENSMUST00000115118.7	ENSMUST00000115118.7	18.697	1.34126	4.46189	8.10769	7.73558	1.85E-09	1.54478	4.10879
ENSMUST00000167518.7	ENSMUST00000167518.7	6.50526	2.77317	3.88647	1.3541	3.24584	0.935077	2.59793	2.37554
ENSMUST00000064780.3	ENSMUST00000064780.3	6.40293	0.265302	4.38392	2.72268	2.99926	0.3759	0.296875	1.48025
ENSMUST00000214130.1	ENSMUST00000214130.1	0.424548	0.219603	0.298633	0.531033	0.388652	0.20972	0.169305	2.31088
ENSMUST00000220928.1	ENSMUST00000220928.1	2.93857	1.45037	2.30217	1.60403	0.843665	0.112023	2.1359	2.01436
ENSMUST00000213834.1	ENSMUST00000213834.1	0.684436	0.0419169	0.393735	0.779088	0.274653	0.168286	0.0794358	2.77839
ENSMUST00000113301.1	ENSMUST00000113301.1	29.6821	21.8774	28.483	25.3434	45.2197	5.64225	14.3003	12.5108
ENSMUST00000222364.1	ENSMUST00000222364.1	13.5126	5.33508	15.5622	11.4974	10.7498	5.12594	3.81245	30.7402
ENSMUST00000169169.7	ENSMUST00000169169.7	1.42916	190.404	89.4944	3.3974	3.05734	1.2375	3.89041	9.55541
ENSMUST00000161399.1	ENSMUST00000161399.1	1.39807	0.829996	0.96029	1.62052	0.977788	1.71676	0.459583	8.59592
ENSMUST00000027264.9	ENSMUST00000027264.9	35.3168	28.0878	16.5861	7.11498	12.4162	1.79512	30.7367	3.09312
ENSMUST00000123762.1	ENSMUST00000123762.1	7.33954	1.37695	3.70101	11.9315	8.11099	2.24766	1.22195	3.07914
ENSMUST00000101405.9	ENSMUST00000101405.9	2.32355	3.29915	3.4026	2.33002	3.0971	0.339694	5.99292	1.81102
ENSMUST00000170142.7	ENSMUST00000170142.7	3.00303	0.823795	3.60364	8.70726	9.72738	0.711442	0.222352	0.359435
ENSMUST00000208694.1	ENSMUST00000208694.1	9.57613	4.19937	4.7617	5.4573	5.17718	0.898053	4.03728	1.76828
ENSMUST00000069097.12	ENSMUST00000069097.12	4.01894	1.26443	1.81483	1.13013	1.32559	0.161429	0.822733	0.309661
ENSMUST00000080860.12	ENSMUST00000080860.12	5.44945	4.18842	3.68107	1.14631	1.85015	0.0525924	3.06494	1.20803
ENSMUST00000150497.7	ENSMUST00000150497.7	6.06438	4.32332	3.13246	5.73085	5.16692	1.09549	2.6691	3.50145
ENSMUST00000108644.7	ENSMUST00000108644.7	7.14411	12.0679	17.3874	26.5368	12.3144	5.6224	15.1468	31.6203
ENSMUST00000026428.3	ENSMUST00000026428.3	5.81422	10.437	10.5425	21.3259	20.7869	0.955124	6.17277	2.63435
ENSMUST00000054418.11	ENSMUST00000054418.11	1.784	3.415	0.951768	0.291418	1.12277	0.538575	1.86114	0.998138
ENSMUST00000150728.7	ENSMUST00000150728.7	4.84419	1.4068	4.13062	2.31803	1.45109	0.0592319	0.64824	0.228466
ENSMUST00000145276.7	ENSMUST00000145276.7	15.177	1.09501	18.155	15.9037	19.1349	0.875646	1.57261	4.47453
ENSMUST00000057885.12	ENSMUST00000057885.12	1460.84	532.24	1079.64	908.806	1165.38	218.268	413.598	433.643
ENSMUST00000072751.12	ENSMUST00000072751.12	62.3439	67.106	64.3945	70.9935	67.1643	15.3771	47.0124	18.2394
ENSMUST00000108641.9	ENSMUST00000108641.9	12.1822	5.29547	12.234	19.7155	14.9408	7.04189	6.82765	10.0029
ENSMUST00000023958.9	ENSMUST00000023958.9	49.3128	2.06971	48.2115	49.314	52.0862	9.98562	2.06075	14.0911
ENSMUST00000135546.1	ENSMUST00000135546.1	7.52462	0.914087	3.52009	9.53545	6.64366	0.285846	0.454753	0.312754
ENSMUST00000130908.1	ENSMUST00000130908.1	17.7924	5.57454	16.4447	19.0515	9.12748	0.411457	3.65323	0.740252
ENSMUST00000159551.7	ENSMUST00000159551.7	0.926722	1.88E-07	2.49586	1.97466	1.17402	1.70125	1.12351	1.66265
ENSMUST00000007007.13	ENSMUST00000007007.13	40.3882	9.89913	28.9028	24.4591	27.2646	3.47713	8.29502	15.707
ENSMUST00000226801.1	ENSMUST00000226801.1	166.796	33.2596	85.2525	31.3554	60.7634	0.11584	19.6018	3.06E-09
ENSMUST00000135637.1	ENSMUST00000135637.1	1.40014	0.168742	0.730515	0.322611	0.290348	0.420554	0.165025	6.69983
ENSMUST00000159086.8	ENSMUST00000159086.8	7.19144	1.11159	0.549034	0.120448	0.231135	0.0968489	0.817964	0.647645
ENSMUST00000102881.9	ENSMUST00000102881.9	33.1297	0.169545	20.0633	0.252084	0.372162	0.0385472	0.213633	4.16034
ENSMUST00000223689.1	ENSMUST00000223689.1	7.19624	0.96777	1.31578	1.23828	1.71959	0.0895315	0.638217	0.313178
ENSMUST00000212140.1	ENSMUST00000212140.1	3.64375	0.356251	7.74486	7.45033	7.61518	2.62237	0.370322	2.34907
ENSMUST00000042753.13	ENSMUST00000042753.13	4.36177	3.873	2.7924	4.69432	4.04222	1.52443	3.64593	3.21503
ENSMUST00000115278.2	ENSMUST00000115278.2	6.52702	3.36767	6.23203	23.3392	16.8364	6.86634	2.70745	16.9958
ENSMUST00000210326.1	ENSMUST00000210326.1	1.79987	0.588303	0.676021	0.750684	0.527521	0.0611222	0.198554	2.62658
ENSMUST00000226860.1	ENSMUST00000226860.1	0.992091	1.53857	1.52828	2.84173	3.07538	0.679919	0.543475	1.39717
ENSMUST00000225139.1	ENSMUST00000225139.1	5.04276	1.74878	6.7072	8.29878	5.82235	1.6873	2.52701	2.15754
ENSMUST00000153556.1	ENSMUST00000153556.1	1.16913	0.432687	0.33124	0.126711	0.109044	8.23453	0.112194	15.8342
ENSMUST00000097333.9	ENSMUST00000097333.9	3.01917	5.05316	4.4283	2.69305	5.24081	0.725525	3.09974	1.32098
ENSMUST00000101627.4	ENSMUST00000101627.4	11.1675	0.109044	7.5089	6.00157	8.35768	0.615458	0.0446808	0.921235
ENSMUST00000021539.15	ENSMUST00000021539.15	2.11853	0.505651	0.000648776	4.18136	3.57833	1.21541	0.871485	2.38986
ENSMUST00000137429.1	ENSMUST00000137429.1	8.90124	2.63571	6.4863	12.9677	9.61757	1.27361	3.9178	2.45221
ENSMUST00000128434.1	ENSMUST00000128434.1	2.32803	0.778386	3.38726	1.54479	3.15063	0.128818	1.07414	1.09932
ENSMUST00000030375.8	ENSMUST00000030375.8	11.907	0.629956	7.94159	8.63581	8.73364	0.626783	1.21935	1.57177
ENSMUST00000048545.9	ENSMUST00000048545.9	18.9363	15.6844	11.5019	5.66267	8.53429	1.30829	12.6593	3.83433
ENSMUST00000208252.1	ENSMUST00000208252.1	45.514	15.034	26.6726	16.2771	16.4119	2.85657	15.153	23.563
ENSMUST00000098799.4	ENSMUST00000098799.4	46.9765	26.1356	43.2391	30.8667	46.1848	4.36839	19.1845	5.72039
ENSMUST00000230958.1	ENSMUST00000230958.1	6.42088	8.45644	15.3432	15.994	14.1385	1.23263	12.0338	1.55537
ENSMUST00000029382.12	ENSMUST00000029382.12	121.986	33.4074	61.574	118.004	101.289	14.1002	39.5494	20.4638
ENSMUST00000203045.1	ENSMUST00000203045.1	0.280437	0.225361	0.643775	3.69852	4.48511	1.01012	0.544075	1.74329
ENSMUST00000149582.7	ENSMUST00000149582.7	20.1144	3.09094	6.50321	10.6713	10.741	3.05883	1.5703	2.61268
ENSMUST00000113673.8	ENSMUST00000113673.8	5.37693	5.76079	4.15237	8.82037	4.19617	0.251339	2.21644	4.02624
ENSMUST00000134697.1	ENSMUST00000134697.1	3.15442	1.38799	3.23131	8.19811	5.57367	4.47594	4.47333	21.4137
ENSMUST00000102592.9	ENSMUST00000102592.9	14.5903	3.78806	6.64382	11.0784	10.049	0.597593	3.67257	1.61706
ENSMUST00000226459.1	ENSMUST00000226459.1	4.63277	6.7036	4.1998	4.30537	3.49614	0.406409	6.57453	1.37209
ENSMUST00000100054.3	ENSMUST00000100054.3	3.02436	0.318162	1.57064	1.64219	1.54568	0.178911	0.620063	0.281906
ENSMUST00000109308.2	ENSMUST00000109308.2	14.3432	3.78171	8.43258	4.85815	6.51215	1.07916	4.59412	1.76698
ENSMUST00000153152.1	ENSMUST00000153152.1	5.02E-10	1.9837	3.86803	3.7376	3.43388	1.2797	1.30284	0.331148
ENSMUST00000059155.10	ENSMUST00000059155.10	34.3968	3.70582	16.7169	17.2946	38.101	4.7334	6.6758	8.61595
ENSMUST00000117890.7	ENSMUST00000117890.7	7.94023	5.03099	10.8543	9.48064	13.195	1.4598	8.30737	4.42181
ENSMUST00000112257.9	ENSMUST00000112257.9	1.89769	0.396089	2.72928	2.50947	2.56982	0.503996	0.344328	5.82E-08
ENSMUST00000040572.9	ENSMUST00000040572.9	7.60684	4.44241	5.93418	5.15329	5.70933	0.973503	2.38627	2.89591
ENSMUST00000119783.1	ENSMUST00000119783.1	9.95197	1.3289	5.48201	5.9817	9.57684	1.54295	0.496207	1.1812
ENSMUST00000210781.1	ENSMUST00000210781.1	4.41187	1.82112	3.90117	6.48509	5.67579	1.05151	1.12645	0.740107
ENSMUST00000220429.1	ENSMUST00000220429.1	11.8865	10.8142	27.6083	7.12376	6.47282	0.00525406	5.11807	1.70892
ENSMUST00000000619.7	ENSMUST00000000619.7	15.9031	11.5842	11.2683	3.35079	5.04051	2.34862	12.3029	7.88691
ENSMUST00000030145.8	ENSMUST00000030145.8	26.5791	14.1187	21.2866	10.2837	14.2013	1.52102	11.5464	6.7819
ENSMUST00000034096.5	ENSMUST00000034096.5	9.18848	7.39395	9.59955	13.0135	11.339	5.87223	5.99974	5.45577
ENSMUST00000154593.1	ENSMUST00000154593.1	8.17719	5.51704	9.27215	28.4672	16.8526	12.516	3.68201	14.2412
ENSMUST00000023911.10	ENSMUST00000023911.10	16.0178	4.43972	14.4594	5.4551	9.79319	0.382561	2.50885	1.2526
ENSMUST00000144336.1	ENSMUST00000144336.1	9.55797	2.94089	2.11664	15.4183	4.93425	0.1652	1.47908	0.626864
ENSMUST00000156690.7	ENSMUST00000156690.7	32.4618	20.1468	26.1081	17.5053	15.7186	0.859632	17.9321	3.45432
ENSMUST00000193480.1	ENSMUST00000193480.1	4.49723	8.46988	3.88425	11.07	2.95203	1.35449	14.1302	4.18655
ENSMUST00000034361.9	ENSMUST00000034361.9	10.0131	7.08646	6.333	3.58776	3.58787	0.450606	6.62731	2.24567
ENSMUST00000204161.2	ENSMUST00000204161.2	5.50204	0.519393	4.52502	9.68724	8.18027	0.325198	0.416414	0.401846
ENSMUST00000109546.8	ENSMUST00000109546.8	24.1936	0.487412	18.5353	21.1937	31.4118	3.16403	0.475261	3.51382
ENSMUST00000021356.5	ENSMUST00000021356.5	9.56952	3.83937	5.43181	2.53321	3.85923	0.559191	2.53383	1.39705
ENSMUST00000054544.6	ENSMUST00000054544.6	1322.44	614.344	731.416	799.912	795.371	87.8771	605.736	305.688
ENSMUST00000208222.1	ENSMUST00000208222.1	14.7967	1.07933	7.77842	4.17308	7.1428	0.298702	1.15385	1.7726
ENSMUST00000099703.4	ENSMUST00000099703.4	1.16019	1.34539	0.681942	1.02483	0.31893	0.626916	0.169526	3.19331
ENSMUST00000076991.6	ENSMUST00000076991.6	5.83923	8.93702	4.49884	1.85354	3.34957	0.493833	8.53601	2.80333
ENSMUST00000022925.9	ENSMUST00000022925.9	489.215	132.789	363.109	631.739	620.257	57.3616	94.4294	94.5381
ENSMUST00000226756.1	ENSMUST00000226756.1	13.5844	9.8692	53.5601	521.034	305.318	27.1449	19.1952	52.1127
ENSMUST00000117245.1	ENSMUST00000117245.1	6.23661	3.49173	3.29677	7.31873	7.1377	0.870029	1.76327	2.63565
ENSMUST00000207826.1	ENSMUST00000207826.1	4.19499	1.50752	0.827725	0.28406	0.500386	0.195656	1.2556	0.927446
ENSMUST00000160835.8	ENSMUST00000160835.8	3.09439	0.816228	3.25894	3.59821	3.26611	0.0927732	0.602491	0.179518
ENSMUST00000112904.7	ENSMUST00000112904.7	16.8398	1.84202	7.36131	0.400977	10.3081	0.781088	5.41255	3.1037
ENSMUST00000098070.9	ENSMUST00000098070.9	4.59196	1.3728	1.43921	2.82335	3.03864	0.36096	1.44911	0.971956
ENSMUST00000194649.1	ENSMUST00000194649.1	608.157	190.356	398.549	417.811	370.914	33.5983	240.971	81.1715
ENSMUST00000195728.1	ENSMUST00000195728.1	5.95601	1.18159	2.98367	5.12949	3.01188	1.16591	0.757826	2.39586
ENSMUST00000128993.1	ENSMUST00000128993.1	2.76783	0.480713	3.24597	2.3484	1.09442	0.208376	1.38257	0.672481
ENSMUST00000097957.10	ENSMUST00000097957.10	46.0779	79.5702	51.1742	22.6185	29.1131	7.81779	66.112	10.5024
ENSMUST00000124314.2	ENSMUST00000124314.2	5.01637	6.64985	4.75398	3.89046	3.53621	0.989504	4.07704	2.47975
ENSMUST00000124971.1	ENSMUST00000124971.1	1.49074	0.825023	1.41854	1.86346	1.78933	0.323636	1.2937	5.09562
ENSMUST00000001339.5	ENSMUST00000001339.5	33.7085	6.22752	19.6555	12.5532	16.2898	2.97432	5.71367	3.36191
ENSMUST00000157079.7	ENSMUST00000157079.7	9.38223	2.51507	3.01655	16.3307	11.028	0.706279	0.636618	1.19453
ENSMUST00000027322.13	ENSMUST00000027322.13	17.288	3.75755	4.87753	14.5978	10.7283	0.412895	3.32428	1.65752
ENSMUST00000106726.9	ENSMUST00000106726.9	20.6909	16.0667	22.8131	11.3344	7.80513	0.314143	20.2069	1.80671
ENSMUST00000106727.9	ENSMUST00000106727.9	0.784273	0.373	9.03417	11.7473	9.01917	5.15473	4.99431	39.2361
ENSMUST00000106300.1	ENSMUST00000106300.1	3.19072	0.393647	2.12295	8.27659	5.92573	1.71035	1.01596	5.37457
ENSMUST00000160144.8	ENSMUST00000160144.8	2.01648	1.41294	0.75454	1.30752	0.81236	0.014715	2.51053	0.343262
ENSMUST00000036247.9	ENSMUST00000036247.9	5.25754	25.0304	5.43969	9.13135	8.76868	0.381918	16.1862	0.88461
ENSMUST00000155635.1	ENSMUST00000155635.1	5.56476	0.899241	8.5566	12.5927	10.9202	4.83049	1.2945	11.5058
ENSMUST00000171210.2	ENSMUST00000171210.2	2.90374	0.233378	3.33742	3.37195	3.50336	0.5135	0.166069	0.818138
ENSMUST00000020034.5	ENSMUST00000020034.5	5.42612	4.25906	4.90793	3.53895	4.13208	0.0782201	4.39905	0.435995
ENSMUST00000033095.9	ENSMUST00000033095.9	9.58074	6.79801	12.5498	12.8568	12.0211	0.847298	5.39254	3.93793
ENSMUST00000159159.1	ENSMUST00000159159.1	0.181247	9.50384	0.711038	1.67053	2.29397	0.0943006	4.55022	0.620979
ENSMUST00000171071.8	ENSMUST00000171071.8	5.25762	1.71923	2.43328	2.96849	3.21984	0.275287	1.55905	0.750729
ENSMUST00000183324.7	ENSMUST00000183324.7	5.02584	1.57903	4.46843	2.43785	2.38762	0.611376	0.300727	0.805002
ENSMUST00000089332.4	ENSMUST00000089332.4	68.0779	0.65693	36.2886	10.243	17.3278	1.7744	0.604095	2.87995
ENSMUST00000221323.1	ENSMUST00000221323.1	0.894884	0.27152	0.437066	0.0222142	0.311328	0.100509	0.295122	2.90544
ENSMUST00000090546.5	ENSMUST00000090546.5	26.0001	3.4345	6.91516	3.04881	9.12674	1.84676	3.30334	1.14941
ENSMUST00000147671.1	ENSMUST00000147671.1	3.7411	0.450245	0.66382	0.711794	0.626632	0.12974	0.249776	0.37069
ENSMUST00000115384.8	ENSMUST00000115384.8	2.4159	0.198916	1.09627	1.22243	0.824795	0.0883928	0.0968058	0.827018
ENSMUST00000137116.2	ENSMUST00000137116.2	9.65687	2.55576	5.59335	5.58892	5.37748	1.60591	1.70239	4.29047
ENSMUST00000038830.9	ENSMUST00000038830.9	30.4929	5.32035	16.3914	15.393	19.7067	0.43239	5.7082	4.03469
ENSMUST00000179553.1	ENSMUST00000179553.1	14.5274	2.0541	5.55808	1.38422	7.25747	1.22551	2.00882	1.32132
ENSMUST00000022115.13	ENSMUST00000022115.13	14.2597	4.1621	8.82177	2.39506	5.63899	0.136031	4.96273	0.412886
ENSMUST00000196985.4	ENSMUST00000196985.4	0.025659	0.0847692	0.238089	1.86362	1.77407	0.32542	0.263645	1.80079
ENSMUST00000022062.7	ENSMUST00000022062.7	87.8574	215.527	72.3056	28.7619	46.4398	3.20163	189.659	8.40794
ENSMUST00000002902.7	ENSMUST00000002902.7	14.5684	4.44411	11.4523	16.0385	11.11	3.57083	4.44806	15.429
ENSMUST00000214101.1	ENSMUST00000214101.1	3.79616	6.33773	4.95105	7.09105	6.77867	4.60984	0.997955	8.40746
ENSMUST00000145275.7	ENSMUST00000145275.7	5.23024	2.89083	5.14284	21.3535	12.3009	2.72538	2.53166	6.44461
ENSMUST00000034359.9	ENSMUST00000034359.9	21.7741	3.09258	22.6003	10.7061	11.9876	2.39111	1.98674	7.64877
ENSMUST00000167965.7	ENSMUST00000167965.7	32.993	6.40826	55.2637	59.6668	45.4324	5.83727	2.34416	5.7814
ENSMUST00000151488.1	ENSMUST00000151488.1	19.0947	6.03038	21.9412	16.3601	18.85	0.603127	3.20639	2.82851
ENSMUST00000133902.7	ENSMUST00000133902.7	0.257034	0.00196998	6.97917	16.2087	6.78444	28.6328	10.1005	51.164
ENSMUST00000168134.9	ENSMUST00000168134.9	7.41977	2.5051	2.20299	1.8934	2.15167	0.482938	1.40797	0.447564
ENSMUST00000059319.7	ENSMUST00000059319.7	1.99937	2.99679	1.53565	1.23593	1.43427	0.091254	2.82785	0.793609
ENSMUST00000006181.6	ENSMUST00000006181.6	33.2594	59.0813	52.5757	50.1733	47.7187	10.2221	43.6063	16.3358
ENSMUST00000073909.5	ENSMUST00000073909.5	1.88422	1.87992	1.60861	0.236316	0.309774	0.00801493	0.263753	0.588447
ENSMUST00000041761.6	ENSMUST00000041761.6	3.53224	4.50531	1.74598	0.784994	1.54847	0.248283	4.33807	0.0972462
ENSMUST00000044009.13	ENSMUST00000044009.13	15.4431	0.132662	8.99668	5.17945	9.23305	0.564923	0.393283	1.30218
ENSMUST00000093270.5	ENSMUST00000093270.5	26.5377	17.7739	25.3099	17.1888	14.5201	0.451312	24.8355	1.9788
ENSMUST00000016670.8	ENSMUST00000016670.8	2.36144	0.0357041	0.716617	1.40414	1.4896	0.190399	0.0149707	2.12634
ENSMUST00000064635.11	ENSMUST00000064635.11	7.40822	5.27061	7.87671	14.1892	11.3348	8.77595	3.26461	8.65701
ENSMUST00000120595.7	ENSMUST00000120595.7	11.2858	6.40535	4.65996	6.28921	4.06736	0.279373	5.12955	0.474128
ENSMUST00000044579.11	ENSMUST00000044579.11	28.4835	5.66681	56.6909	7.80273	7.77866	0.571458	2.60032	2.60387
ENSMUST00000198960.1	ENSMUST00000198960.1	15.4897	4.90116	15.3565	10.9829	10.1588	0.648779	2.26986	2.81223
ENSMUST00000090413.5	ENSMUST00000090413.5	49.2186	22.1255	36.1016	68.0027	61.8072	8.5297	19.3283	19.0246
ENSMUST00000113211.7	ENSMUST00000113211.7	1830.57	398.084	1915.9	1973.78	1890.94	176.271	437.517	696.148
ENSMUST00000172023.7	ENSMUST00000172023.7	21.4156	4.9396	18.9045	18.8894	22.8869	8.79589	4.66536	11.3654
ENSMUST00000152266.1	ENSMUST00000152266.1	1.46378	0.56518	2.5885	8.74463	3.92029	5.96072	0.891444	7.55696
ENSMUST00000026126.9	ENSMUST00000026126.9	12.011	6.28324	7.71216	5.56674	5.43577	0.747129	5.64407	1.2184
ENSMUST00000205706.1	ENSMUST00000205706.1	5.69237	11.7701	19.9869	21.7354	18.4171	2.4547	11.362	3.32726
ENSMUST00000097888.9	ENSMUST00000097888.9	8.21228	1.64274	5.32001	3.10791	3.44156	0.77474	1.42713	0.922716
ENSMUST00000112540.7	ENSMUST00000112540.7	5.09573	1.26067	3.64998	2.202	5.57819	0.446966	0.74805	1.33058
ENSMUST00000213006.1	ENSMUST00000213006.1	3.63173	0.963909	0.688739	1.06499	1.28037	0.087782	0.860032	0.171493
ENSMUST00000170476.7	ENSMUST00000170476.7	0.0603118	2.00953	5.85399	9.53154	7.47039	1.51607	1.30174	1.49159
ENSMUST00000047436.10	ENSMUST00000047436.10	13.4716	5.25971	9.99145	2.78225	16.9586	1.86603	4.87913	3.2441
ENSMUST00000146338.7	ENSMUST00000146338.7	5.03953	1.39977	2.38067	1.33024	1.60274	0.169895	1.10894	3.29294
ENSMUST00000116363.1	ENSMUST00000116363.1	10.3333	3.23007	7.87956	5.91456	5.91856	0.912307	4.69466	2.20564
ENSMUST00000029303.12	ENSMUST00000029303.12	28.3675	9.49316	11.4472	13.0273	16.1697	7.95235	9.10772	7.75398
ENSMUST00000096990.9	ENSMUST00000096990.9	10.1319	1.51937	18.0119	14.8554	18.1622	3.9025	1.89368	4.24927
ENSMUST00000033394.7	ENSMUST00000033394.7	4.5446	1.78314	4.18998	1.37174	1.74333	0.352938	1.10497	1.65984
ENSMUST00000064314.9	ENSMUST00000064314.9	129.742	62.4895	128.018	166.145	154.558	24.4633	52.8125	37.5923
ENSMUST00000209834.1	ENSMUST00000209834.1	2.25289	2.12361	2.06379	4.67608	3.97682	0.304573	0.95271	1.56185
ENSMUST00000125748.1	ENSMUST00000125748.1	0.913037	0.625944	1.30366	3.75979	2.99312	0.489528	0.235008	0.655758
ENSMUST00000225726.1	ENSMUST00000225726.1	7.19563	3.30353	8.54276	9.32623	7.33706	0.169444	2.38598	0.931255
ENSMUST00000224312.1	ENSMUST00000224312.1	10.9388	1.73253	5.86941	3.54253	4.16585	0.10228	1.85978	3.90899
ENSMUST00000069451.10	ENSMUST00000069451.10	38.889	29.8294	20.1455	29.5347	48.0647	2.27963	31.6653	7.87713
ENSMUST00000162993.7	ENSMUST00000162993.7	2.44557	0.594277	0.303344	0.301094	0.426221	1.31394	0.221186	3.44473
ENSMUST00000169555.1	ENSMUST00000169555.1	0.403048	0.216665	0.797444	4.86735	3.74865	53.0466	0.726513	157.324
ENSMUST00000047281.9	ENSMUST00000047281.9	218.315	110.958	311.083	357.195	320.211	44.1251	89.5375	122.608
ENSMUST00000222425.1	ENSMUST00000222425.1	1.39733	1.75796	2.35479	2.55494	2.75993	0.482034	2.82154	0.87827
ENSMUST00000111663.8	ENSMUST00000111663.8	14.7076	9.94195	7.6785	13.8766	12.7348	1.04653	10.4564	0.914746
ENSMUST00000058245.4	ENSMUST00000058245.4	48.0006	13.6951	29.4751	36.3384	35.6311	6.05069	7.4941	20.1837
ENSMUST00000085181.4	ENSMUST00000085181.4	1.9835	2.33647	2.77524	0.997838	1.79851	1.41411	2.13689	8.92398
ENSMUST00000033176.6	ENSMUST00000033176.6	78.5596	215.343	51.216	56.8768	45.727	4.82644	215.757	11.0424
ENSMUST00000179218.8	ENSMUST00000179218.8	22.135	9.1586	10.6466	8.84292	11.1472	0.225873	7.52543	1.6433
ENSMUST00000027979.13	ENSMUST00000027979.13	14.7653	1.05794	2.63E-05	0.049021	0.000121953	0.866031	2.45408	2.49752
ENSMUST00000112550.7	ENSMUST00000112550.7	3.68866	1.76313	3.17931	2.77627	3.23439	0.717802	1.80478	1.40046
ENSMUST00000167320.7	ENSMUST00000167320.7	2.39177	2.30475	2.51947	0.835467	0.488715	0.0162186	0.907548	0.0186046
ENSMUST00000027853.5	ENSMUST00000027853.5	51.7311	264.89	48.2565	37.9925	43.7843	3.33869	254.848	7.13107
ENSMUST00000100167.9	ENSMUST00000100167.9	21.8239	6.82549	9.00192	14.2736	14.9236	0.99275	3.86706	1.49782
ENSMUST00000113146.8	ENSMUST00000113146.8	15.8986	5.4586	10.3394	4.45129	5.9576	0.249432	5.1371	1.48004
ENSMUST00000198625.4	ENSMUST00000198625.4	0.144042	0.0600393	0.118706	0.238658	0.186282	1.49108	0.00908208	6.51088
ENSMUST00000210639.1	ENSMUST00000210639.1	6.14571	10.0478	8.75437	9.01928	6.28825	0.444688	3.53276	4.93454
ENSMUST00000112248.8	ENSMUST00000112248.8	3.38827	0.692164	3.32128	2.49404	1.78661	0.474916	0.553101	1.87134
ENSMUST00000093823.7	ENSMUST00000093823.7	4.74006	1.87259	4.89355	0.724324	2.30623	0.188569	1.75556	0.262737
ENSMUST00000023214.10	ENSMUST00000023214.10	17.7859	6.3081	11.5081	14.7295	17.6542	0.450723	5.96466	0.995566
ENSMUST00000160294.7	ENSMUST00000160294.7	8.61224	7.00917	12.455	34.5169	27.5288	6.94987	10.2688	18.8012
ENSMUST00000022063.13	ENSMUST00000022063.13	8.25135	5.00793	7.32933	4.72198	5.80014	0.905238	4.92875	1.98514
ENSMUST00000223065.1	ENSMUST00000223065.1	11.2258	6.27525	14.0696	6.44282	8.76896	2.09669	3.44505	1.71298
ENSMUST00000221464.1	ENSMUST00000221464.1	24.54	7.22305	43.6765	21.5152	24.991	2.7822	9.68102	8.09297
ENSMUST00000185393.6	ENSMUST00000185393.6	262.198	139.004	202.264	354.115	316.906	23.4711	146.784	54.1354
ENSMUST00000100439.9	ENSMUST00000100439.9	12.503	8.16531	10.4234	6.0289	13.1275	0.00289913	7.24354	0.000768429
ENSMUST00000219789.1	ENSMUST00000219789.1	11.5267	6.50564	18.0674	11.4905	12.7098	1.72394	9.49019	11.6527
ENSMUST00000102886.9	ENSMUST00000102886.9	4.32876	0.652771	4.64463	4.93029	5.87981	0.257431	0.304567	0.424514
ENSMUST00000168064.2	ENSMUST00000168064.2	3.52214	0.368102	3.13975	4.16299	5.76878	0.391552	0.460723	0.767768
ENSMUST00000228708.1	ENSMUST00000228708.1	1.91708	0.54161	3.89132	7.86984	10.7712	0.00473732	0.439387	2.13109
ENSMUST00000021552.2	ENSMUST00000021552.2	92.2105	16.623	55.2049	24.8308	33.0877	2.19026	13.4457	31.0188
